ЄДРПОУ;Скорочена назва;Повна назва;Дата створення;Доступ;Підключена до НПА
043502400;ЦНАП Воловецької селищної ради;Центр надання адміністративних послуг Воловецької селищної ради;28.05.2021;ПК ЦНАП (Вулик);Ні
04405366;МИРОЛЮБНЕНСЬКА СІЛЬСЬКА РАДА;МИРОЛЮБНЕНСЬКА СІЛЬСЬКА РАДА;28.05.2021;Веб-доступ;Ні
04406118;Сатанівська селищна рада;САТАНІВСЬКА СЕЛИЩНА РАДА;28.05.2021;Веб-доступ;Ні
38501392;ЛОКЦ;Львівський обласний контактний центр;28.05.2021;Веб-доступ;Ні
44290783;"ДУ ""ДЦОП із волейболу пляжного""";"ДУ ""ДЦОП із волейболу пляжного""";28.05.2021;Веб-доступ;Ні
043441560;ЦНАП Черняхівської селищної ради;"Відділ ""Центр надання адміністративних послуг"" Черняхівської селищної ради";27.05.2021;ПК ЦНАП (Вулик);Ні
04403315;ВІНЬКОВЕЦЬКА ТГ;ВІНЬКОВЕЦЬКА СЕЛИЩНА РАДА;27.05.2021;Веб-доступ;Ні
043664880;ЦНАП Пантаївської селищної ради;Центр надання адміністративних послуг Пантаївської селищної ради;26.05.2021;ПК ЦНАП (Вулик);Ні
043800400;ЦНАП Любашівської селищної ради;Центр надання адміністративних послуг Любашівської селищної ради;26.05.2021;ПК ЦНАП (Вулик);Ні
249121020;ЦНАП Кушугумської селищної ради;Відділ Центр надання адміністративних послуг апарату виконавчого комітету Кушугумської селищної ради Запорізької області;25.05.2021;ПК ЦНАП (Вулик);Ні
14307699;ДАХК Артем;"ДЕРЖАВНА АКЦІОНЕРНА ХОЛДИНГОВА КОМПАНІЯ ""АРТЕМ""";24.05.2021;Веб-доступ;Ні
040573040;ЦНАП Виконавчого комітету Кобеляцької міської ради;Центр надання адміністративних послуг Виконавчого комітету Кобеляцької міської ради;21.05.2021;ПК ЦНАП (Вулик);Ні
043670800;ЦНАП Підвисоцької сільської ради;Центр надання адміністративних послуг виконавчого комітету Підвисоцької сільської ради;21.05.2021;ПК ЦНАП (Вулик);Ні
263235220;ЦНАП Лип’янської територіальної громади;Центр надання адміністративних послуг виконавчого комітету Лип’янської територіальної громади;21.05.2021;ПК ЦНАП (Вулик);Ні
043495500;ЦНАП Кам’янської сільської ради;Центр надання адміністративних послуг Кам’янської сільської ради;20.05.2021;ПК ЦНАП (Вулик);Ні
